1204 128
</s> 0.003127 0.003453 -0.002992 -0.002561 0.001068 0.002360 0.000735 0.000165 -0.002815 0.001733 -0.003403 0.000976 -0.000587 -0.000748 -0.002590 -0.001470 0.002015 0.002364 0.002320 0.001248 0.001207 -0.002971 -0.003200 0.003883 0.002970 0.002414 -0.000472 0.003137 -0.000387 0.000574 -0.000117 -0.002331 0.001025 -0.001045 -0.002989 0.003714 0.003421 -0.000856 -0.000177 0.000398 -0.002842 -0.003131 0.003558 0.000049 -0.002017 -0.002377 -0.002403 0.001326 0.000157 0.001040 -0.003292 -0.002975 -0.000102 0.000893 0.001992 -0.002477 0.003187 0.000724 0.000875 -0.000475 0.002333 -0.001787 -0.001639 0.001686 -0.000588 0.000805 0.001410 -0.003194 -0.001549 0.002276 0.003306 0.003072 -0.002380 -0.001647 -0.000710 0.001564 -0.002960 0.002342 0.002178 -0.001249 -0.001212 -0.001749 0.003304 0.003056 -0.000922 0.003293 0.003766 0.001418 0.003893 -0.002431 -0.001197 -0.001646 -0.002271 0.002199 0.001234 0.000332 -0.001714 0.001191 0.002390 0.000151 0.001781 -0.003869 0.003371 0.000375 -0.001431 -0.001628 -0.000584 -0.002293 -0.003414 -0.002216 0.003341 -0.001383 -0.002093 0.001810 -0.001331 0.003716 -0.001254 -0.003585 0.002122 -0.000058 -0.002726 0.000762 0.001127 -0.000376 0.001425 -0.003092 0.000688 0.001419 
item_50 -0.082881 -0.018071 0.008252 -0.106537 0.135267 0.271885 -0.041277 0.093413 0.064768 0.001871 -0.024143 -0.154779 -0.085404 -0.129195 -0.051240 0.002528 -0.048371 0.323917 0.148479 0.114558 -0.333106 -0.040270 -0.173599 -0.075188 0.101997 -0.058703 0.239843 0.004096 -0.101378 -0.311566 -0.074031 0.184143 0.098276 -0.035659 0.091842 -0.073179 -0.103383 0.296365 -0.051184 0.086337 -0.112238 -0.118856 0.155774 -0.096242 0.020775 -0.165589 0.142922 -0.189441 -0.186631 -0.118081 -0.042107 0.008651 -0.130534 0.347507 0.053988 0.255648 -0.186222 -0.005723 0.057812 0.138882 -0.003532 0.036678 -0.158688 0.005272 0.025550 0.039941 -0.142626 -0.100646 -0.019247 -0.114387 0.332491 -0.164508 -0.095421 0.149933 0.278700 0.027223 0.146737 0.059180 0.018711 -0.061390 -0.051232 0.121841 -0.609876 -0.106215 0.003607 0.262596 0.274435 0.123485 0.248752 0.050314 -0.052649 0.158436 -0.094139 0.008298 -0.061970 0.229393 -0.144480 -0.265624 0.350106 -0.146163 -0.112294 0.193250 0.003120 -0.031208 -0.136454 0.060541 0.197958 -0.257429 -0.051379 0.177136 0.123492 -0.159334 0.119441 0.071411 -0.306172 0.281069 -0.282778 0.021366 0.129518 -0.028199 -0.054618 0.190293 0.221144 0.010452 -0.081127 0.040773 0.369474 -0.150533 
item_181 0.036849 -0.117333 -0.200112 -0.244324 -0.282873 0.223907 -0.215189 -0.196454 0.029389 -0.210237 0.019672 -0.188351 0.234482 -0.281012 0.038114 0.056229 0.065996 0.165169 0.182330 -0.240865 -0.400227 0.150070 -0.217258 -0.079826 -0.242882 -0.036358 0.109533 -0.003286 -0.060733 0.069453 -0.075019 -0.148262 -0.070827 0.163226 -0.045165 -0.256270 0.107281 -0.065320 -0.155355 -0.050632 -0.170881 -0.076870 -0.086427 -0.164069 0.046958 0.028447 0.007625 0.002955 0.006083 -0.086607 -0.177214 0.013934 -0.380986 0.198841 -0.024749 -0.059911 0.097464 -0.081816 0.068132 0.038666 0.092374 0.121009 0.068042 -0.008165 -0.149946 0.030598 0.173834 -0.090336 0.011554 -0.231021 -0.055904 -0.023041 0.132560 -0.250266 0.227850 0.117027 0.196772 0.133373 0.183788 0.260023 -0.054897 -0.194726 -0.363510 0.265658 -0.320162 0.109409 -0.148830 0.391307 0.355435 0.180901 -0.013103 0.416589 0.074996 -0.182874 0.115447 0.193118 0.221288 0.023032 0.221532 -0.145280 -0.081062 0.127843 0.104520 -0.171484 0.247276 0.189882 0.023419 -0.148385 -0.206034 0.093370 0.283127 -0.057988 0.207090 0.376774 0.097428 0.010835 -0.109731 0.066222 -0.000301 -0.187846 -0.042816 0.111766 0.079050 -0.240219 0.017261 -0.231592 0.355356 -0.188235 
item_100 -0.052675 0.066210 0.283271 0.117701 -0.379208 0.230471 0.071212 -0.182762 -0.283576 0.079418 0.486700 -0.000823 -0.022733 0.112250 0.075717 0.008921 -0.082411 0.158568 0.218461 -0.136534 -0.120514 0.287492 -0.172731 0.172156 -0.572332 0.014342 0.093637 0.183198 0.146939 0.137157 0.053473 0.126368 -0.168552 0.093811 0.196484 -0.176507 0.126615 0.014425 0.187503 -0.012720 0.048680 -0.267668 0.129101 -0.065388 -0.119712 0.060631 0.077597 0.169396 -0.219765 0.066758 -0.125138 0.117384 -0.193003 0.205501 0.104078 0.269234 -0.068819 0.094512 -0.156886 -0.034016 0.071258 0.010300 -0.095267 -0.083806 -0.023559 0.068873 0.028888 0.284566 0.368871 0.040758 0.302190 -0.035284 -0.255170 0.183082 -0.070833 -0.226610 0.036308 0.034963 0.382332 0.062370 0.126088 0.027583 -0.534734 0.001219 0.313895 0.041308 -0.013179 -0.044121 0.312676 -0.211238 -0.190462 0.148363 -0.278369 -0.052606 -0.105551 0.064537 0.189114 -0.017579 -0.038802 -0.374237 0.068403 0.163132 -0.012046 -0.025702 -0.052653 0.051879 0.172162 -0.133957 -0.169637 -0.061394 0.012532 -0.117256 0.063458 -0.178338 -0.317109 -0.043743 -0.087364 0.292363 0.171378 -0.258281 -0.214036 0.080040 0.168526 -0.083514 -0.056627 -0.015158 0.027645 -0.100237 
item_258 -0.064095 -0.109019 -0.118808 0.115325 0.161345 0.128239 -0.079859 -0.173035 0.189026 -0.096240 0.262100 -0.020989 0.270408 -0.131498 -0.064025 -0.075145 0.229206 0.338736 0.174568 0.098306 0.007987 -0.202898 -0.256178 -0.145733 0.025621 0.284394 0.061442 -0.137547 0.032781 -0.064255 -0.123024 -0.086585 0.129696 0.062944 0.083252 -0.321342 0.024615 0.052143 -0.052249 0.193434 -0.128927 -0.327498 0.191877 0.085268 0.113468 -0.050978 -0.068845 0.159913 0.201021 0.077985 -0.406037 -0.097929 -0.102479 0.464446 0.090939 0.074868 0.005884 -0.068370 -0.046397 0.060127 -0.013232 0.219371 -0.210571 -0.130916 0.054677 0.270764 0.024344 -0.013618 0.268575 -0.236844 0.403536 0.122825 -0.281711 0.324886 0.260390 -0.205360 0.299275 0.310271 0.158511 -0.002796 -0.012228 0.053413 -0.551146 0.049758 -0.078247 0.199040 -0.106234 0.134392 0.062273 -0.207771 -0.113786 0.019314 -0.325885 0.039489 0.111871 0.237628 0.036533 0.426892 0.069695 -0.136301 0.015810 0.519144 -0.005621 0.061094 -0.343517 0.257824 0.171098 -0.249680 0.068071 0.137295 0.337905 0.288690 0.088305 0.172649 -0.028360 0.118366 0.245236 0.200107 0.073570 -0.094305 -0.184227 0.197749 0.185645 0.163860 0.193510 -0.098691 -0.032385 0.143826 
item_1 0.032933 0.093834 0.002031 -0.070454 0.054502 0.090663 -0.022477 0.032790 -0.003251 0.150071 -0.203127 -0.114506 0.211376 -0.199746 0.151832 0.422801 0.273863 0.104959 0.154578 -0.082783 -0.144385 0.141595 -0.176967 -0.139996 -0.138278 0.017896 -0.030123 -0.021551 0.154549 -0.082318 -0.081529 0.102998 -0.012082 0.011846 -0.052708 0.009068 0.130691 0.281204 -0.136511 -0.039346 0.021098 -0.294062 0.125588 0.088846 0.112248 0.078839 -0.115296 0.254285 0.206502 0.057320 -0.006264 -0.301101 0.079873 -0.247336 -0.095361 0.250049 -0.049769 -0.114823 -0.099967 -0.096357 0.089058 -0.202984 0.289417 -0.177336 -0.098958 0.229498 -0.010028 -0.011886 -0.134914 -0.241774 0.182286 0.061885 0.076752 0.175707 0.116134 -0.357211 0.367102 0.154798 -0.117123 -0.043849 0.245877 0.037272 -0.419716 -0.096743 0.215464 0.079377 -0.054234 -0.050587 0.224889 0.059102 -0.155691 0.164289 0.562964 -0.137089 0.002501 0.088446 -0.165056 0.044043 0.128765 0.161921 0.198471 0.358596 0.131164 -0.243259 -0.009513 0.061827 0.358215 0.215421 0.126906 -0.209607 0.342995 -0.020365 0.278930 0.551895 0.013303 -0.032599 0.083551 0.171501 0.112406 -0.041084 0.107224 0.231356 0.396114 0.113445 -0.145606 -0.233788 0.291100 -0.270663 
item_174 0.227536 -0.137377 0.039236 -0.021896 -0.382164 0.018858 -0.210833 -0.352250 -0.072282 -0.168454 0.123160 -0.278314 0.190508 -0.041547 0.006313 -0.222329 -0.080486 0.114668 0.089641 0.352886 -0.132336 -0.267329 -0.018272 0.091784 -0.110258 0.027388 0.109876 -0.200296 -0.035181 0.122161 -0.180346 0.014482 -0.241598 0.024277 0.125277 -0.205699 0.180853 -0.054337 -0.022227 0.209079 -0.084192 -0.140101 -0.170082 0.040194 -0.033122 0.142215 -0.206663 0.047539 0.164422 -0.045558 -0.157400 -0.139715 0.079912 0.156310 0.111894 0.169279 -0.039651 0.089951 -0.056791 0.426240 0.113256 0.133811 0.129680 0.035497 0.229165 0.022095 0.192755 -0.178000 0.221593 0.141426 0.317993 -0.037674 -0.070271 -0.028069 0.044859 -0.281044 0.353013 0.011654 -0.058733 -0.449716 -0.077813 -0.071676 -0.500665 0.042049 -0.258772 0.221087 0.051811 -0.336945 0.008958 0.031012 -0.101052 0.123239 -0.055094 -0.256288 -0.148745 -0.024247 0.081063 0.261364 -0.228651 0.104693 0.059660 0.146690 0.402037 -0.068222 -0.069529 -0.344808 0.022140 0.442336 -0.137936 0.133441 0.298311 0.122155 0.051298 0.122042 0.143790 0.142231 -0.314192 -0.219590 0.140225 -0.000423 -0.132395 -0.115952 0.192259 -0.126971 -0.156153 -0.055620 0.304264 0.063914 
item_286 0.104831 -0.180250 0.252895 0.224434 0.206603 0.027609 -0.125289 -0.221310 0.195651 -0.196935 -0.118670 -0.047947 0.244835 0.094999 -0.121344 -0.150851 0.119807 0.265688 0.175252 -0.196169 -0.207314 -0.149548 -0.174206 -0.018035 0.225293 0.272736 0.328083 -0.194343 -0.095329 0.050319 0.173508 0.311749 -0.335793 -0.156718 -0.206993 0.167266 -0.438635 -0.092302 -0.062800 -0.258120 -0.146225 -0.216115 0.094043 -0.429697 -0.016028 -0.381308 0.110025 -0.141489 -0.143837 0.101019 -0.015972 0.060696 0.220662 0.008579 0.077563 -0.074818 -0.117819 0.046976 -0.012405 0.005151 0.197463 -0.001768 0.068298 0.263530 0.096138 0.052400 -0.137769 -0.312207 0.213074 0.084455 0.033423 -0.224685 -0.149515 0.201244 0.126751 -0.118659 -0.015095 0.246462 0.352102 -0.162877 -0.041627 -0.254294 -0.145947 -0.021556 0.064786 -0.097552 0.025613 0.103919 0.181323 0.362560 -0.043018 0.133339 0.093599 -0.303095 -0.110819 0.040388 0.192986 0.015452 0.223400 0.047953 0.247536 0.554438 0.075869 -0.225972 -0.050848 0.022432 0.377947 -0.103712 0.227023 0.084569 0.027596 -0.041079 0.368335 0.140212 0.000964 -0.068269 0.000821 0.067743 0.274138 -0.448971 -0.110881 0.079152 0.580919 0.069041 -0.062103 -0.059942 0.112972 -0.018866 
item_288 -0.096598 0.346928 -0.020360 -0.000356 -0.001557 -0.135347 -0.480170 -0.213412 -0.053664 0.065144 0.059795 -0.202085 0.395690 0.030305 -0.248125 0.437519 0.232674 0.216383 0.093121 0.343507 0.214311 0.303444 -0.185912 0.124348 0.084138 0.158574 -0.140849 -0.000091 0.204877 0.027354 0.179572 -0.084954 -0.093906 0.202273 0.134050 -0.033382 0.348282 -0.422222 0.029360 0.117869 -0.349011 -0.173686 0.366215 0.042063 0.000140 -0.167252 -0.052895 0.268077 0.026943 0.126934 -0.078050 0.060533 -0.307716 -0.023382 -0.020451 -0.017560 0.005629 -0.057931 -0.010814 -0.055746 0.054532 0.253436 -0.035340 0.029222 -0.044509 -0.224064 0.003180 0.101414 0.014723 -0.221227 0.348907 0.272851 -0.150901 0.183862 0.130754 -0.296614 0.164507 -0.253960 -0.050030 0.482137 -0.138798 0.105526 -0.557919 -0.089338 -0.186229 0.140738 -0.192524 -0.088450 0.096876 -0.329157 -0.018646 -0.089258 -0.050124 0.149626 0.163606 0.256704 0.129067 -0.151059 -0.219981 -0.338345 -0.139610 0.690501 0.044429 -0.087534 -0.031262 -0.004280 -0.011398 -0.189404 0.025392 -0.303492 0.299657 0.233910 -0.091983 0.186853 -0.119128 -0.064952 0.454614 0.124169 -0.028090 -0.083916 -0.153428 0.042514 0.359999 -0.002642 0.022559 -0.254726 0.293716 -0.587176 
item_127 -0.008014 -0.115374 0.241127 0.395150 -0.245800 0.021793 -0.012668 -0.430770 -0.081665 -0.116324 0.008675 -0.205702 0.179096 0.230366 -0.237581 0.092139 0.260422 0.304497 0.173620 -0.168372 -0.237417 -0.129664 -0.389925 0.253897 -0.258718 0.210252 -0.331021 -0.013045 0.080366 -0.097033 0.382845 0.151156 -0.090030 -0.079227 -0.107060 -0.253908 0.117311 0.295609 -0.304573 0.153304 0.117737 0.071317 0.068674 0.065714 0.113417 0.148257 0.455595 0.152821 0.070568 -0.060717 0.083630 -0.306005 -0.160920 -0.143796 0.095450 0.051073 -0.072103 0.158153 0.120862 0.125240 0.031574 -0.191039 -0.009131 -0.187351 -0.322582 -0.114989 0.016648 -0.010736 0.157449 0.102128 0.099785 0.054332 0.159332 -0.130128 0.044695 0.124806 0.134216 -0.090052 0.294799 0.249214 -0.140146 0.170594 -0.481903 -0.006039 0.109517 0.004305 0.090224 -0.003175 0.217572 0.204357 -0.180922 0.134525 -0.007622 -0.193597 0.118985 0.340097 0.068208 0.036591 -0.116866 -0.379180 -0.199846 0.272967 0.137773 -0.281419 0.314335 -0.145827 0.259030 0.025500 0.166029 -0.434594 -0.132891 0.165731 0.130446 0.223427 -0.194894 -0.139790 0.278783 0.011895 0.116390 0.138833 0.221980 -0.052207 0.141732 -0.063414 0.170285 0.031396 0.353445 0.118764 
